"Gender","Birth_Year","Education_Level","Ethnic_Group","Mother_Immigrant","Father_Immigrant","Newspaper","Family_Savings","Class_ID","Vote_Labour"
"Female",1967,"University, with degree",NA,"Not an immigrant","Not an immigrant","Less than weekly","Save money","Upper middle Class",1
"Female",1939,"University, with degree","New Zealander first, ethnic group second","Not an immigrant",NA,"Daily",NA,NA,0
"Female",1959,"University, with degree",NA,"Not an immigrant","Not an immigrant","Daily","Save money",NA,NA
"Female",1987,"University, with degree","New Zealander first, ethnic group second","Not an immigrant","Not an immigrant","Daily","Save money","Lower Middle Class",0
"Female",1958,"University, with degree","Maori","Not an immigrant","Not an immigrant","Weekly","Just get by","Working Class",0
"Male",1945,NA,"Pakeha","Not an immigrant","Not an immigrant","Daily",NA,"Lower Class",0
"Male",NA,"No formal education","Pakeha","Immigrant","Immigrant","Weekly",NA,NA,0
"Female",1943,"Secondary school","Pakeha","Not an immigrant","Not an immigrant","Daily",NA,"Lower Middle Class",0
"Female",1956,"Secondary school",NA,"Not an immigrant","Not an immigrant","Weekly","Just get by","Lower Middle Class",0
"Male",1959,"Some university, no degree","New Zealander first, ethnic group second","Not an immigrant","Not an immigrant","Less than weekly","Save money","Upper middle Class",NA
"Male",1978,"Some university, no degree","European","Not an immigrant","Immigrant","Daily","Spent savings and borrowed money","Upper middle Class",0
"Male",1954,"Some university, no degree","New Zealander first, ethnic group second","Not an immigrant","Not an immigrant","Weekly","Save money","Lower Middle Class",0
"Female",1943,"University, with degree",NA,"Immigrant","Immigrant","Less than weekly","Save money","Working Class",0
"Female",1957,"Secondary school","Maori","Not an immigrant",NA,NA,"Spent some savings and borrowed money","Lower Middle Class",1
"Male",1936,"Secondary school",NA,NA,NA,"Daily",NA,NA,0
"Male",1972,NA,"New Zealander first, ethnic group second","Not an immigrant","Not an immigrant","Weekly",NA,"Working Class",0
"Female",1936,"Secondary school","Pakeha","Not an immigrant","Not an immigrant",NA,NA,"Upper middle Class",0
NA,1938,"Secondary school",NA,"Not an immigrant","Not an immigrant","Weekly","Just get by","Working Class",1
"Female",1955,"University, with degree","Pakeha","Not an immigrant","Not an immigrant","Daily",NA,"Upper middle Class",0
"Male",1962,"Secondary school","Pakeha",NA,"Not an immigrant","Daily","Just get by",NA,0
"Male",1947,NA,NA,"Not an immigrant","Not an immigrant","Daily","Save money","Lower Middle Class",1
"Female",1993,"Some university, no degree","Maori","Not an immigrant",NA,"Less than weekly","Save money","Lower Class",1
"Male",1949,"Secondary school",NA,"Not an immigrant","Not an immigrant",NA,"Save money","Working Class",0
"Female",1974,"Secondary school","Pakeha","Not an immigrant","Not an immigrant","Daily","Save money","Lower Middle Class",0
"Male",1946,NA,"Pakeha","Not an immigrant","Not an immigrant","Daily","Spent some savings and borrowed money","Working Class",0
"Female",1972,"University, with degree","New Zealander first, ethnic group second","Not an immigrant","Not an immigrant","Less than weekly","Spent savings and borrowed money","Upper middle Class",0
"Male",1950,"Secondary school",NA,"Not an immigrant","Not an immigrant",NA,"Save money","Lower Middle Class",0
"Male",1933,"Some university, no degree",NA,"Not an immigrant","Not an immigrant","Weekly",NA,"Lower Middle Class",0
"Male",NA,"Secondary school","Maori",NA,"Not an immigrant","Weekly","Just get by","Working Class",0
"Female",1936,"Secondary school","New Zealander first, ethnic group second","Immigrant","Immigrant","Daily",NA,NA,NA
"Female",1949,"University, with degree","New Zealander first, ethnic group second","Not an immigrant","Not an immigrant","Less than weekly","Spent some savings and borrowed money","Lower Middle Class",NA
"Female",1949,NA,"Pakeha","Not an immigrant","Not an immigrant","Daily","Just get by","Working Class",0
"Female",1938,"Secondary school","Pakeha",NA,"Not an immigrant","Daily","Just get by","Working Class",NA
"Female",1982,NA,"Pakeha","Not an immigrant",NA,"Weekly","Just get by","Lower Class",1
"Female",1968,NA,"New Zealander first, ethnic group second","Immigrant","Not an immigrant","Less than weekly","Spent savings and borrowed money","Upper middle Class",0
"Female",1957,NA,"Pacific Islander",NA,"Not an immigrant","Daily","Just get by","Lower Class",1
"Male",NA,"Complete primary school","Maori","Not an immigrant","Not an immigrant","Daily","Just get by",NA,1
"Female",1983,"Secondary school","Maori","Not an immigrant","Not an immigrant","Less than weekly","Spent savings and borrowed money","Working Class",0
"Male",1985,"Some university, no degree","New Zealander first, ethnic group second","Immigrant","Immigrant","Weekly",NA,NA,1
"Female",1979,"University, with degree","New Zealander first, ethnic group second","Immigrant","Immigrant","Weekly","Save money","Lower Middle Class",0
"Female",NA,"Some university, no degree","New Zealander first, ethnic group second","Not an immigrant",NA,"Daily","Save money","Lower Middle Class",0
"Female",1955,"Secondary school","New Zealander first, ethnic group second","Not an immigrant","Not an immigrant","Daily","Save money","Working Class",NA
"Female",1950,"No formal education","European","Not an immigrant","Not an immigrant",NA,"Spent some savings and borrowed money",NA,0
"Female",1935,"Secondary school","Pakeha","Not an immigrant","Not an immigrant","Daily","Save money","Working Class",0
"Male",1960,NA,"New Zealander first, ethnic group second","Not an immigrant","Not an immigrant","Weekly","Save money","Lower Middle Class",0
"Male",NA,"Secondary school","Pakeha","Not an immigrant","Not an immigrant","Less than weekly",NA,"Working Class",0
"Female",1956,"University, with degree","Asian","Not an immigrant",NA,"Less than weekly","Spent some savings and borrowed money",NA,1
NA,1962,"Some university, no degree","Pakeha","Not an immigrant","Immigrant","Daily","Just get by","Working Class",NA
"Female",1965,NA,"Maori","Not an immigrant",NA,"Daily","Just get by","Lower Middle Class",0
"Female",1931,"Secondary school",NA,"Not an immigrant","Not an immigrant","Daily","Spent some savings and borrowed money","Lower Middle Class",1
"Male",1978,"University, with degree","Maori","Not an immigrant","Not an immigrant","Weekly","Just get by","Working Class",1
"Female",1955,"University, with degree","New Zealander first, ethnic group second","Immigrant","Immigrant","Weekly","Spent savings and borrowed money","Upper middle Class",NA
"Male",1956,"University, with degree","European","Not an immigrant","Not an immigrant","Daily","Just get by","Lower Middle Class",0
"Female",1963,"University, with degree","New Zealander first, ethnic group second","Not an immigrant","Not an immigrant","Weekly","Save money","Upper middle Class",0
"Female",1965,"University, with degree","New Zealander first, ethnic group second","Not an immigrant","Not an immigrant","Less than weekly","Just get by","Lower Middle Class",NA
"Female",1992,"Secondary school","Pakeha","Not an immigrant","Not an immigrant",NA,"Save money","Working Class",0
"Female",1954,"University, with degree","European","Not an immigrant","Not an immigrant","Less than weekly","Just get by",NA,0
NA,1973,"Secondary school","New Zealander first, ethnic group second","Not an immigrant","Not an immigrant","Weekly","Spent some savings and borrowed money","Working Class",0
NA,NA,"University, with degree",NA,"Immigrant","Not an immigrant","Daily","Just get by","Lower Middle Class",0
"Female",1971,"University, with degree",NA,"Not an immigrant","Not an immigrant","Daily","Save money","Working Class",0
"Female",NA,"Some university, no degree","Pakeha","Immigrant",NA,"Daily","Save money",NA,0
"Female",1934,"University, with degree",NA,"Immigrant",NA,"Daily","Spent some savings and borrowed money",NA,1
"Male",1972,NA,"European","Immigrant","Immigrant",NA,"Save money","Lower Middle Class",0
"Female",NA,"Some university, no degree","New Zealander first, ethnic group second",NA,"Not an immigrant","Less than weekly","Spent some savings and borrowed money",NA,0
"Male",1957,"University, with degree","Maori",NA,"Not an immigrant","Daily","Save money","Working Class",0
"Female",1975,NA,"New Zealander first, ethnic group second","Not an immigrant","Not an immigrant","Weekly",NA,"Upper middle Class",0
"Female",1941,"Some university, no degree","New Zealander first, ethnic group second","Not an immigrant","Not an immigrant","Daily","Spent some savings and borrowed money","Upper middle Class",0
"Female",1969,"Secondary school","New Zealander first, ethnic group second","Not an immigrant","Not an immigrant",NA,"Just get by","Lower Middle Class",0
"Female",1958,NA,"New Zealander first, ethnic group second","Immigrant","Immigrant","Daily","Just get by","Working Class",0
"Male",1962,"Secondary school","Pakeha","Not an immigrant","Not an immigrant","Daily","Save money","Working Class",0
"Female",1974,"Some university, no degree","European","Not an immigrant","Immigrant",NA,"Spent savings and borrowed money",NA,1
"Female",1990,"Secondary school",NA,"Not an immigrant","Not an immigrant","Weekly","Just get by","Working Class",NA
"Female",1962,"University, with degree","New Zealander first, ethnic group second","Not an immigrant","Not an immigrant","Daily",NA,"Lower Middle Class",0
"Male",1967,NA,"New Zealander first, ethnic group second","Not an immigrant","Not an immigrant","Weekly","Spent some savings and borrowed money","Upper middle Class",0
"Female",1983,"University, with degree","New Zealander first, ethnic group second","Not an immigrant","Not an immigrant","Less than weekly",NA,NA,0
"Male",1968,"Some university, no degree","New Zealander first, ethnic group second","Not an immigrant","Not an immigrant","Daily","Save money","Working Class",0
"Female",1950,"Secondary school","Maori","Not an immigrant","Immigrant","Weekly","Spent some savings and borrowed money","Working Class",1
"Female",1954,"Secondary school","Pacific Islander","Immigrant",NA,"Daily","Save money",NA,1
"Male",1960,"University, with degree","New Zealander first, ethnic group second","Not an immigrant","Immigrant","Daily","Save money","Upper middle Class",0
NA,1947,NA,"Pakeha","Not an immigrant","Not an immigrant","Daily","Save money","Upper middle Class",1
"Male",1948,NA,"New Zealander first, ethnic group second","Not an immigrant","Not an immigrant","Daily","Spent some savings and borrowed money","Lower Middle Class",NA
"Male",1976,"Some university, no degree","Maori","Not an immigrant","Not an immigrant","Weekly","Just get by","Lower Middle Class",0
"Male",1980,"University, with degree","Asian","Immigrant",NA,"Less than weekly","Save money","Working Class",0
"Female",1956,"University, with degree",NA,"Not an immigrant","Not an immigrant",NA,"Save money",NA,0
"Female",NA,"Some university, no degree","Pakeha","Not an immigrant","Not an immigrant","Less than weekly","Spent savings and borrowed money","Lower Middle Class",0
"Female",1981,"Some university, no degree","European","Not an immigrant","Not an immigrant","Daily","Just get by","Working Class",0
"Male",1953,"Secondary school","European","Not an immigrant","Not an immigrant","Daily","Spent some savings and borrowed money","Upper middle Class",0
"Female",1966,NA,NA,"Not an immigrant","Not an immigrant","Weekly","Save money","Working Class",0
"Male",1973,"University, with degree","Pakeha","Not an immigrant","Not an immigrant","Less than weekly","Spent some savings and borrowed money","Lower Middle Class",0
"Male",1943,"Secondary school","Pakeha","Not an immigrant","Not an immigrant","Daily","Just get by","Upper middle Class",0
NA,1950,"University, with degree",NA,NA,"Not an immigrant","Weekly","Spent some savings and borrowed money",NA,0
"Female",1934,NA,"Pakeha","Not an immigrant","Not an immigrant",NA,"Save money","Working Class",1
"Male",1959,"University, with degree","New Zealander first, ethnic group second","Not an immigrant","Not an immigrant",NA,"Save money","Upper middle Class",0
"Female",NA,NA,NA,"Immigrant","Not an immigrant","Daily","Spent savings and borrowed money","Lower Middle Class",0
"Female",1976,"University, with degree","Maori","Not an immigrant","Not an immigrant","Less than weekly","Just get by","Working Class",0
"Female",1990,"University, with degree","Pakeha","Not an immigrant","Not an immigrant","Less than weekly","Just get by","Lower Middle Class",0
"Female",1948,NA,NA,"Not an immigrant","Not an immigrant","Weekly",NA,"Working Class",0
"Female",1988,"University, with degree","New Zealander first, ethnic group second","Not an immigrant","Not an immigrant","Less than weekly",NA,"Lower Middle Class",0
"Male",1951,"Some university, no degree",NA,"Not an immigrant",NA,"Daily","Save money","Upper middle Class",0
"Female",1980,"University, with degree","Maori","Not an immigrant","Immigrant","Weekly","Spent savings and borrowed money","Working Class",0
"Female",1982,"University, with degree","New Zealander first, ethnic group second","Not an immigrant","Immigrant","Less than weekly","Just get by","Lower Middle Class",0
"Male",1990,"Some university, no degree","Pakeha","Not an immigrant","Not an immigrant","Weekly","Spent savings and borrowed money","Lower Middle Class",0
"Male",1993,"Secondary school","Pakeha","Not an immigrant","Not an immigrant","Less than weekly","Just get by","Lower Middle Class",NA
"Female",1940,"Secondary school","New Zealander first, ethnic group second","Not an immigrant","Not an immigrant","Weekly","Spent some savings and borrowed money","Working Class",0
"Female",1972,"Some university, no degree","New Zealander first, ethnic group second","Not an immigrant",NA,"Weekly","Spent savings and borrowed money","Upper middle Class",1
"Female",1962,"Some university, no degree","European","Not an immigrant","Not an immigrant","Less than weekly",NA,"Working Class",0
"Male",1991,"Secondary school","New Zealander first, ethnic group second","Not an immigrant",NA,"Weekly","Save money","Upper middle Class",0
